Age,Height (cm),Weight (kg),Sex,Activity Level,Pregnant,Calories (kcal),Protein (g),Carbohydrates (g),Fats (g),Water (L),Vitamin A (mcg),Vitamin B12 (mcg),Vitamin C (mg),Vitamin D (IU),Calcium (mg),Iron (mg),Magnesium (mg),Zinc (mg),Omega-3 (mg)
24,160,50,Female,Moderate,0,1889,60,236.1,52.5,3,700,2.4,75,600,1000,18,310,8,250
24,160,50,Female,Moderate,1,1889,60,236.1,52.5,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,50,Female,Heavy,0,2316,60,289.5,64.3,3,700,2.4,75,600,1000,18,310,8,250
24,160,50,Female,Heavy,1,2316,60,289.5,64.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,55,Male,Sedentary,NULL,1722,66,215.2,47.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,55,Male,Moderate,NULL,2224,66,278,61.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,55,Male,Heavy,NULL,2726,66,340.8,75.7,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,55,Female,Sedentary,0,1522,66,190.2,42.3,3,700,2.4,75,600,1000,18,310,8,250
24,160,55,Female,Sedentary,1,1522,66,190.2,42.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,55,Female,Moderate,0,1966,66,245.8,54.6,3,700,2.4,75,600,1000,18,310,8,250
24,160,55,Female,Moderate,1,1966,66,245.8,54.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,55,Female,Heavy,0,2411,66,301.4,67,3,700,2.4,75,600,1000,18,310,8,250
24,160,55,Female,Heavy,1,2411,66,301.4,67,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,60,Male,Sedentary,NULL,1782,72,222.8,49.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,60,Male,Moderate,NULL,2301,72,287.6,63.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,60,Male,Heavy,NULL,2821,72,352.6,78.4,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,60,Female,Sedentary,0,1582,72,197.8,43.9,3,700,2.4,75,600,1000,18,310,8,250
24,160,60,Female,Sedentary,1,1582,72,197.8,43.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,60,Female,Moderate,0,2044,72,255.5,56.8,3,700,2.4,75,600,1000,18,310,8,250
24,160,60,Female,Moderate,1,2044,72,255.5,56.8,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,60,Female,Heavy,0,2506,72,313.2,69.6,3,700,2.4,75,600,1000,18,310,8,250
24,160,60,Female,Heavy,1,2506,72,313.2,69.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,65,Male,Sedentary,NULL,1842,78,230.2,51.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,65,Male,Moderate,NULL,2379,78,297.4,66.1,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,65,Male,Heavy,NULL,2916,78,364.5,81,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,65,Female,Sedentary,0,1642,78,205.2,45.6,3,700,2.4,75,600,1000,18,310,8,250
24,160,65,Female,Sedentary,1,1642,78,205.2,45.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,65,Female,Moderate,0,2121,78,265.1,58.9,3,700,2.4,75,600,1000,18,310,8,250
24,160,65,Female,Moderate,1,2121,78,265.1,58.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,65,Female,Heavy,0,2601,78,325.1,72.2,3,700,2.4,75,600,1000,18,310,8,250
24,160,65,Female,Heavy,1,2601,78,325.1,72.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,70,Male,Sedentary,NULL,1902,84,237.8,52.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,70,Male,Moderate,NULL,2456,84,307,68.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,70,Male,Heavy,NULL,3011,84,376.4,83.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,70,Female,Sedentary,0,1702,84,212.8,47.3,3,700,2.4,75,600,1000,18,310,8,250
24,160,70,Female,Sedentary,1,1702,84,212.8,47.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,70,Female,Moderate,0,2199,84,274.9,61.1,3,700,2.4,75,600,1000,18,310,8,250
24,160,70,Female,Moderate,1,2199,84,274.9,61.1,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,70,Female,Heavy,0,2696,84,337,74.9,3,700,2.4,75,600,1000,18,310,8,250
24,160,70,Female,Heavy,1,2696,84,337,74.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,75,Male,Sedentary,NULL,1962,90,245.2,54.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,75,Male,Moderate,NULL,2534,90,316.8,70.4,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,75,Male,Heavy,NULL,3106,90,388.2,86.3,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,75,Female,Sedentary,0,1762,90,220.2,48.9,3,700,2.4,75,600,1000,18,310,8,250
24,160,75,Female,Sedentary,1,1762,90,220.2,48.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,75,Female,Moderate,0,2276,90,284.5,63.2,3,700,2.4,75,600,1000,18,310,8,250
24,160,75,Female,Moderate,1,2276,90,284.5,63.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,75,Female,Heavy,0,2791,90,348.9,77.5,3,700,2.4,75,600,1000,18,310,8,250
24,160,75,Female,Heavy,1,2791,90,348.9,77.5,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,80,Male,Sedentary,NULL,2022,96,252.8,56.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,80,Male,Moderate,NULL,2611,96,326.4,72.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,80,Male,Heavy,NULL,3201,96,400.1,88.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,80,Female,Sedentary,0,1822,96,227.8,50.6,3,700,2.4,75,600,1000,18,310,8,250
24,160,80,Female,Sedentary,1,1822,96,227.8,50.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,80,Female,Moderate,0,2354,96,294.2,65.4,3,700,2.4,75,600,1000,18,310,8,250
24,160,80,Female,Moderate,1,2354,96,294.2,65.4,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,80,Female,Heavy,0,2886,96,360.8,80.2,3,700,2.4,75,600,1000,18,310,8,250
24,160,80,Female,Heavy,1,2886,96,360.8,80.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,85,Male,Sedentary,NULL,2082,102,260.2,57.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,85,Male,Moderate,NULL,2689,102,336.1,74.7,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,85,Male,Heavy,NULL,3296,102,412,91.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,85,Female,Sedentary,0,1882,102,235.2,52.3,3,700,2.4,75,600,1000,18,310,8,250
24,160,85,Female,Sedentary,1,1882,102,235.2,52.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,85,Female,Moderate,0,2431,102,303.9,67.5,3,700,2.4,75,600,1000,18,310,8,250
24,160,85,Female,Moderate,1,2431,102,303.9,67.5,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,85,Female,Heavy,0,2981,102,372.6,82.8,3,700,2.4,75,600,1000,18,310,8,250
24,160,85,Female,Heavy,1,2981,102,372.6,82.8,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,90,Male,Sedentary,NULL,2142,108,267.8,59.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,90,Male,Moderate,NULL,2766,108,345.8,76.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,90,Male,Heavy,NULL,3391,108,423.9,94.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,90,Female,Sedentary,0,1942,108,242.8,53.9,3,700,2.4,75,600,1000,18,310,8,250
24,160,90,Female,Sedentary,1,1942,108,242.8,53.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,90,Female,Moderate,0,2509,108,313.6,69.7,3,700,2.4,75,600,1000,18,310,8,250
24,160,90,Female,Moderate,1,2509,108,313.6,69.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,90,Female,Heavy,0,3076,108,384.5,85.4,3,700,2.4,75,600,1000,18,310,8,250
24,160,90,Female,Heavy,1,3076,108,384.5,85.4,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,95,Male,Sedentary,NULL,2202,114,275.2,61.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,95,Male,Moderate,NULL,2844,114,355.5,79,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,95,Male,Heavy,NULL,3486,114,435.8,96.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,95,Female,Sedentary,0,2002,114,250.2,55.6,3,700,2.4,75,600,1000,18,310,8,250
24,160,95,Female,Sedentary,1,2002,114,250.2,55.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,95,Female,Moderate,0,2586,114,323.2,71.8,3,700,2.4,75,600,1000,18,310,8,250
24,160,95,Female,Moderate,1,2586,114,323.2,71.8,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,95,Female,Heavy,0,3171,114,396.4,88.1,3,700,2.4,75,600,1000,18,310,8,250
24,160,95,Female,Heavy,1,3171,114,396.4,88.1,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,100,Male,Sedentary,NULL,2262,120,282.8,62.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,100,Male,Moderate,NULL,2921,120,365.1,81.1,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,100,Male,Heavy,NULL,3581,120,447.6,99.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,160,100,Female,Sedentary,0,2062,120,257.8,57.3,3,700,2.4,75,600,1000,18,310,8,250
24,160,100,Female,Sedentary,1,2062,120,257.8,57.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,100,Female,Moderate,0,2664,120,333,74,3,700,2.4,75,600,1000,18,310,8,250
24,160,100,Female,Moderate,1,2664,120,333,74,3.8,770,2.6,85,600,1000,27,350,11,300
24,160,100,Female,Heavy,0,3266,120,408.2,90.7,3,700,2.4,75,600,1000,18,310,8,250
24,160,100,Female,Heavy,1,3266,120,408.2,90.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,45,Male,Sedentary,NULL,1639,54,204.9,45.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,45,Male,Moderate,NULL,2117,54,264.6,58.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,45,Male,Heavy,NULL,2595,54,324.4,72.1,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,45,Female,Sedentary,0,1440,54,180,40,3,700,2.4,75,600,1000,18,310,8,250
24,165,45,Female,Sedentary,1,1440,54,180,40,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,45,Female,Moderate,0,1860,54,232.5,51.7,3,700,2.4,75,600,1000,18,310,8,250
24,165,45,Female,Moderate,1,1860,54,232.5,51.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,45,Female,Heavy,0,2280,54,285,63.3,3,700,2.4,75,600,1000,18,310,8,250
24,165,45,Female,Heavy,1,2280,54,285,63.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,50,Male,Sedentary,NULL,1699,60,212.4,47.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,50,Male,Moderate,NULL,2195,60,274.4,61,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,50,Male,Heavy,NULL,2690,60,336.2,74.7,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,50,Female,Sedentary,0,1500,60,187.5,41.7,3,700,2.4,75,600,1000,18,310,8,250
24,165,50,Female,Sedentary,1,1500,60,187.5,41.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,50,Female,Moderate,0,1937,60,242.1,53.8,3,700,2.4,75,600,1000,18,310,8,250
24,165,50,Female,Moderate,1,1937,60,242.1,53.8,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,50,Female,Heavy,0,2375,60,296.9,66,3,700,2.4,75,600,1000,18,310,8,250
24,165,50,Female,Heavy,1,2375,60,296.9,66,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,55,Male,Sedentary,NULL,1759,66,219.9,48.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,55,Male,Moderate,NULL,2272,66,284,63.1,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,55,Male,Heavy,NULL,2785,66,348.1,77.4,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,55,Female,Sedentary,0,1560,66,195,43.3,3,700,2.4,75,600,1000,18,310,8,250
24,165,55,Female,Sedentary,1,1560,66,195,43.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,55,Female,Moderate,0,2015,66,251.9,56,3,700,2.4,75,600,1000,18,310,8,250
24,165,55,Female,Moderate,1,2015,66,251.9,56,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,55,Female,Heavy,0,2470,66,308.8,68.6,3,700,2.4,75,600,1000,18,310,8,250
24,165,55,Female,Heavy,1,2470,66,308.8,68.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,60,Male,Sedentary,NULL,1819,72,227.4,50.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,60,Male,Moderate,NULL,2350,72,293.8,65.3,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,60,Male,Heavy,NULL,2880,72,360,80,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,60,Female,Sedentary,0,1620,72,202.5,45,3,700,2.4,75,600,1000,18,310,8,250
24,165,60,Female,Sedentary,1,1620,72,202.5,45,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,60,Female,Moderate,0,2092,72,261.5,58.1,3,700,2.4,75,600,1000,18,310,8,250
24,165,60,Female,Moderate,1,2092,72,261.5,58.1,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,60,Female,Heavy,0,2565,72,320.6,71.2,3,700,2.4,75,600,1000,18,310,8,250
24,165,60,Female,Heavy,1,2565,72,320.6,71.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,65,Male,Sedentary,NULL,1879,78,234.9,52.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,65,Male,Moderate,NULL,2427,78,303.4,67.4,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,65,Male,Heavy,NULL,2975,78,371.9,82.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,65,Female,Sedentary,0,1680,78,210,46.7,3,700,2.4,75,600,1000,18,310,8,250
24,165,65,Female,Sedentary,1,1680,78,210,46.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,65,Female,Moderate,0,2170,78,271.2,60.3,3,700,2.4,75,600,1000,18,310,8,250
24,165,65,Female,Moderate,1,2170,78,271.2,60.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,65,Female,Heavy,0,2660,78,332.5,73.9,3,700,2.4,75,600,1000,18,310,8,250
24,165,65,Female,Heavy,1,2660,78,332.5,73.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,70,Male,Sedentary,NULL,1939,84,242.4,53.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,70,Male,Moderate,NULL,2505,84,313.1,69.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,70,Male,Heavy,NULL,3070,84,383.8,85.3,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,70,Female,Sedentary,0,1740,84,217.5,48.3,3,700,2.4,75,600,1000,18,310,8,250
24,165,70,Female,Sedentary,1,1740,84,217.5,48.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,70,Female,Moderate,0,2247,84,280.9,62.4,3,700,2.4,75,600,1000,18,310,8,250
24,165,70,Female,Moderate,1,2247,84,280.9,62.4,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,70,Female,Heavy,0,2755,84,344.4,76.5,3,700,2.4,75,600,1000,18,310,8,250
24,165,70,Female,Heavy,1,2755,84,344.4,76.5,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,75,Male,Sedentary,NULL,1999,90,249.9,55.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,75,Male,Moderate,NULL,2582,90,322.8,71.7,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,75,Male,Heavy,NULL,3165,90,395.6,87.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,75,Female,Sedentary,0,1800,90,225,50,3,700,2.4,75,600,1000,18,310,8,250
24,165,75,Female,Sedentary,1,1800,90,225,50,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,75,Female,Moderate,0,2325,90,290.6,64.6,3,700,2.4,75,600,1000,18,310,8,250
24,165,75,Female,Moderate,1,2325,90,290.6,64.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,75,Female,Heavy,0,2850,90,356.2,79.2,3,700,2.4,75,600,1000,18,310,8,250
24,165,75,Female,Heavy,1,2850,90,356.2,79.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,80,Male,Sedentary,NULL,2059,96,257.4,57.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,80,Male,Moderate,NULL,2660,96,332.5,73.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,80,Male,Heavy,NULL,3260,96,407.5,90.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,80,Female,Sedentary,0,1860,96,232.5,51.7,3,700,2.4,75,600,1000,18,310,8,250
24,165,80,Female,Sedentary,1,1860,96,232.5,51.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,80,Female,Moderate,0,2402,96,300.2,66.7,3,700,2.4,75,600,1000,18,310,8,250
24,165,80,Female,Moderate,1,2402,96,300.2,66.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,80,Female,Heavy,0,2945,96,368.1,81.8,3,700,2.4,75,600,1000,18,310,8,250
24,165,80,Female,Heavy,1,2945,96,368.1,81.8,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,85,Male,Sedentary,NULL,2119,102,264.9,58.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,85,Male,Moderate,NULL,2737,102,342.1,76,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,85,Male,Heavy,NULL,3355,102,419.4,93.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,85,Female,Sedentary,0,1920,102,240,53.3,3,700,2.4,75,600,1000,18,310,8,250
24,165,85,Female,Sedentary,1,1920,102,240,53.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,85,Female,Moderate,0,2480,102,310,68.9,3,700,2.4,75,600,1000,18,310,8,250
24,165,85,Female,Moderate,1,2480,102,310,68.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,85,Female,Heavy,0,3040,102,380,84.4,3,700,2.4,75,600,1000,18,310,8,250
24,165,85,Female,Heavy,1,3040,102,380,84.4,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,90,Male,Sedentary,NULL,2179,108,272.4,60.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,90,Male,Moderate,NULL,2815,108,351.9,78.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,90,Male,Heavy,NULL,3450,108,431.2,95.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,90,Female,Sedentary,0,1980,108,247.5,55,3,700,2.4,75,600,1000,18,310,8,250
24,165,90,Female,Sedentary,1,1980,108,247.5,55,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,90,Female,Moderate,0,2557,108,319.6,71,3,700,2.4,75,600,1000,18,310,8,250
24,165,90,Female,Moderate,1,2557,108,319.6,71,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,90,Female,Heavy,0,3135,108,391.9,87.1,3,700,2.4,75,600,1000,18,310,8,250
24,165,90,Female,Heavy,1,3135,108,391.9,87.1,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,95,Male,Sedentary,NULL,2239,114,279.9,62.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,95,Male,Moderate,NULL,2892,114,361.5,80.3,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,95,Male,Heavy,NULL,3545,114,443.1,98.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,95,Female,Sedentary,0,2040,114,255,56.7,3,700,2.4,75,600,1000,18,310,8,250
24,165,95,Female,Sedentary,1,2040,114,255,56.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,95,Female,Moderate,0,2635,114,329.4,73.2,3,700,2.4,75,600,1000,18,310,8,250
24,165,95,Female,Moderate,1,2635,114,329.4,73.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,95,Female,Heavy,0,3230,114,403.8,89.7,3,700,2.4,75,600,1000,18,310,8,250
24,165,95,Female,Heavy,1,3230,114,403.8,89.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,100,Male,Sedentary,NULL,2299,120,287.4,63.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,100,Male,Moderate,NULL,2970,120,371.2,82.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,100,Male,Heavy,NULL,3640,120,455,101.1,3.7,900,2.4,90,600,1000,8,400,11,250
24,165,100,Female,Sedentary,0,2100,120,262.5,58.3,3,700,2.4,75,600,1000,18,310,8,250
24,165,100,Female,Sedentary,1,2100,120,262.5,58.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,100,Female,Moderate,0,2712,120,339,75.3,3,700,2.4,75,600,1000,18,310,8,250
24,165,100,Female,Moderate,1,2712,120,339,75.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,165,100,Female,Heavy,0,3325,120,415.6,92.4,3,700,2.4,75,600,1000,18,310,8,250
24,165,100,Female,Heavy,1,3325,120,415.6,92.4,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,45,Male,Sedentary,NULL,1677,54,209.6,46.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,45,Male,Moderate,NULL,2166,54,270.8,60.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,45,Male,Heavy,NULL,2655,54,331.9,73.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,45,Female,Sedentary,0,1477,54,184.6,41,3,700,2.4,75,600,1000,18,310,8,250
24,170,45,Female,Sedentary,1,1477,54,184.6,41,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,45,Female,Moderate,0,1908,54,238.5,53,3,700,2.4,75,600,1000,18,310,8,250
24,170,45,Female,Moderate,1,1908,54,238.5,53,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,45,Female,Heavy,0,2339,54,292.4,65,3,700,2.4,75,600,1000,18,310,8,250
24,170,45,Female,Heavy,1,2339,54,292.4,65,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,50,Male,Sedentary,NULL,1737,60,217.1,48.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,50,Male,Moderate,NULL,2243,60,280.4,62.3,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,50,Male,Heavy,NULL,2750,60,343.8,76.4,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,50,Female,Sedentary,0,1537,60,192.1,42.7,3,700,2.4,75,600,1000,18,310,8,250
24,170,50,Female,Sedentary,1,1537,60,192.1,42.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,50,Female,Moderate,0,1986,60,248.2,55.2,3,700,2.4,75,600,1000,18,310,8,250
24,170,50,Female,Moderate,1,1986,60,248.2,55.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,50,Female,Heavy,0,2434,60,304.2,67.6,3,700,2.4,75,600,1000,18,310,8,250
24,170,50,Female,Heavy,1,2434,60,304.2,67.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,55,Male,Sedentary,NULL,1797,66,224.6,49.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,55,Male,Moderate,NULL,2321,66,290.1,64.5,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,55,Male,Heavy,NULL,2845,66,355.6,79,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,55,Female,Sedentary,0,1597,66,199.6,44.4,3,700,2.4,75,600,1000,18,310,8,250
24,170,55,Female,Sedentary,1,1597,66,199.6,44.4,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,55,Female,Moderate,0,2063,66,257.9,57.3,3,700,2.4,75,600,1000,18,310,8,250
24,170,55,Female,Moderate,1,2063,66,257.9,57.3,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,55,Female,Heavy,0,2529,66,316.1,70.2,3,700,2.4,75,600,1000,18,310,8,250
24,170,55,Female,Heavy,1,2529,66,316.1,70.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,60,Male,Sedentary,NULL,1857,72,232.1,51.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,60,Male,Moderate,NULL,2398,72,299.8,66.6,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,60,Male,Heavy,NULL,2940,72,367.5,81.7,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,60,Female,Sedentary,0,1657,72,207.1,46,3,700,2.4,75,600,1000,18,310,8,250
24,170,60,Female,Sedentary,1,1657,72,207.1,46,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,60,Female,Moderate,0,2141,72,267.6,59.5,3,700,2.4,75,600,1000,18,310,8,250
24,170,60,Female,Moderate,1,2141,72,267.6,59.5,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,60,Female,Heavy,0,2624,72,328,72.9,3,700,2.4,75,600,1000,18,310,8,250
24,170,60,Female,Heavy,1,2624,72,328,72.9,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,65,Male,Sedentary,NULL,1917,78,239.6,53.2,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,65,Male,Moderate,NULL,2476,78,309.5,68.8,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,65,Male,Heavy,NULL,3035,78,379.4,84.3,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,65,Female,Sedentary,0,1717,78,214.6,47.7,3,700,2.4,75,600,1000,18,310,8,250
24,170,65,Female,Sedentary,1,1717,78,214.6,47.7,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,65,Female,Moderate,0,2218,78,277.2,61.6,3,700,2.4,75,600,1000,18,310,8,250
24,170,65,Female,Moderate,1,2218,78,277.2,61.6,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,65,Female,Heavy,0,2719,78,339.9,75.5,3,700,2.4,75,600,1000,18,310,8,250
24,170,65,Female,Heavy,1,2719,78,339.9,75.5,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,70,Male,Sedentary,NULL,1977,84,247.1,54.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,70,Male,Moderate,NULL,2553,84,319.1,70.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,70,Male,Heavy,NULL,3130,84,391.2,86.9,3.7,900,2.4,90,600,1000,8,400,11,250
24,170,70,Female,Sedentary,0,1777,84,222.1,49.4,3,700,2.4,75,600,1000,18,310,8,250
24,170,70,Female,Sedentary,1,1777,84,222.1,49.4,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,70,Female,Moderate,0,2296,84,287,63.8,3,700,2.4,75,600,1000,18,310,8,250
24,170,70,Female,Moderate,1,2296,84,287,63.8,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,70,Female,Heavy,0,2814,84,351.8,78.2,3,700,2.4,75,600,1000,18,310,8,250
24,170,70,Female,Heavy,1,2814,84,351.8,78.2,3.8,770,2.6,85,600,1000,27,350,11,300
24,170,75,Male,Sedentary,NULL,2037,90,254.6,56.6,3.7,900,2.4,90,600,1000,8,400,11,250
